step,train_loss,val_loss,exact_accuracy,elapsed_s
1.0,2.882843255996704,2.435803234577179,0.0,24.696525749983266
250.0,1.2867730855941772,1.2796414345502853,0.064,59.552382125053555
500.0,1.1321221590042114,1.1341888904571533,0.304,85.43700441694818
750.0,0.925785481929779,0.9337173029780388,0.872,116.29476520814933
1000.0,0.9104359149932861,0.886751763522625,0.944,141.05849070800468
1250.0,0.9010902047157288,0.8914751335978508,0.938,165.72322329203598
1500.0,0.8740886449813843,0.8770217522978783,0.99,190.5645800831262
1750.0,0.9187490344047546,0.9109324589371681,0.886,215.594957082998
2000.0,0.8637006878852844,0.8584643304347992,0.996,240.56089254212566
